event_id,timestamp,hunter_id,terrain_type,event_type,animal_id,damage,calories_burned,voice_msg,encounter_id,animal,location,date,rarity_score,terrain_name,climate,danger_level,rarity_factor,description,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
E-17990,2025-04-20 13:15:00,H-1861,Forest,hunt_failed,A-753,0,337,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17991,2025-05-20 01:47:00,H-1558,Canyon,hunt_failed,A-389,0,275,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17992,2025-05-28 10:12:00,H-1877,Forest,injured,Unknown,38,254,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17993,2025-04-27 05:40:00,H-1973,Savanna,injured,Unknown,42,243,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17994,2025-05-07 16:47:00,H-1184,City Ruins,hunt_success,A-689,0,689,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17995,2025-05-31 11:04:00,H-1221,Swamp,bike_travel,Unknown,0,627,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17996,2025-04-07 05:33:00,H-1952,Mountains,injured,Unknown,93,573,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17997,2025-04-04 14:00:00,H-1193,Savanna,injured,Unknown,37,566,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17998,2025-06-08 04:31:00,H-1776,Forest,injured,Unknown,33,146,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-17999,2025-04-12 16:19:00,H-1357,Volcanic Zone,hunt_failed,A-315,0,476,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18000,2025-04-08 04:59:00,H-1748,Volcanic Zone,bike_travel,Unknown,0,593,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18001,2025-04-10 13:58:00,H-1246,City Ruins,hunt_failed,A-852,0,586,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18002,2025-05-03 02:26:00,H-1440,Savanna,encounter,A-480,0,282,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18003,2025-04-29 11:37:00,H-1113,Forest,hunt_success,A-940,0,652,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18004,2025-06-02 16:43:00,H-1589,Desert,hunt_failed,A-863,0,393,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18005,2025-04-05 23:39:00,H-1101,Jungle,hunt_success,A-650,0,501,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18006,2025-05-25 00:51:00,H-1227,Desert,injured,Unknown,62,345,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18007,2025-05-22 10:56:00,H-1550,Mountains,hunt_success,A-725,0,837,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18008,2025-05-22 04:45:00,H-1474,Savanna,encounter,A-399,0,380,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18009,2025-04-05 09:22:00,H-1744,Mountains,injured,Unknown,14,433,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18010,2025-05-24 18:38:00,H-1702,Swamp,bike_travel,Unknown,0,888,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18011,2025-05-02 00:44:00,H-1008,Desert,hunt_success,A-352,0,824,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18012,2025-05-17 15:07:00,H-1319,Jungle,injured,Unknown,71,531,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18013,2025-05-31 10:36:00,H-1443,Tundra,bike_travel,Unknown,0,922,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18014,2025-04-02 16:30:00,H-1894,Canyon,injured,Unknown,68,127,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18015,2025-05-24 07:04:00,H-1256,Volcanic Zone,hunt_failed,A-399,0,510,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18016,2025-05-01 23:03:00,H-1595,Forest,bike_travel,Unknown,0,450,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18017,2025-05-06 00:40:00,H-1063,Swamp,hunt_success,A-298,0,502,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18018,2025-04-02 03:39:00,H-1978,Forest,injured,Unknown,39,648,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18019,2025-05-19 03:34:00,H-1621,Volcanic Zone,injured,Unknown,93,631,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18020,2025-05-30 15:04:00,H-1565,Canyon,encounter,A-891,0,329,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18021,2025-04-20 00:42:00,H-1962,Savanna,hunt_failed,A-960,0,842,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18022,2025-04-03 22:48:00,H-1608,Tundra,encounter,A-736,0,618,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18023,2025-05-26 21:03:00,H-1687,Swamp,bike_travel,Unknown,0,329,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18024,2025-04-26 12:00:00,H-1536,Mountains,encounter,A-525,0,720,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18025,2025-06-01 05:03:00,H-1291,Mountains,injured,Unknown,83,557,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18026,2025-05-08 04:05:00,H-1168,Jungle,bike_travel,Unknown,0,419,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18027,2025-05-31 00:19:00,H-1485,Savanna,bike_travel,Unknown,0,441,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18028,2025-05-22 16:36:00,H-1028,Jungle,hunt_failed,A-668,0,922,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18029,2025-04-16 05:47:00,H-1467,City Ruins,injured,Unknown,38,955,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18030,2025-06-07 00:42:00,H-1414,Jungle,bike_travel,Unknown,0,306,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18031,2025-06-03 07:22:00,H-1889,City Ruins,hunt_failed,A-368,0,710,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18032,2025-05-16 05:15:00,H-1646,Jungle,hunt_success,A-549,0,275,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18033,2025-05-27 15:24:00,H-1384,Mountains,hunt_failed,A-326,0,717,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18034,2025-04-14 17:37:00,H-1621,Volcanic Zone,encounter,A-709,0,930,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18035,2025-05-12 19:55:00,H-1960,Desert,encounter,A-280,0,814,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18036,2025-05-21 22:45:00,H-1824,Desert,hunt_success,A-997,0,563,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18037,2025-04-27 14:38:00,H-1807,Canyon,encounter,A-798,0,173,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18038,2025-05-14 19:28:00,H-1405,Desert,bike_travel,Unknown,0,96,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18039,2025-04-15 13:02:00,H-1984,Tundra,bike_travel,Unknown,0,273,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18040,2025-04-28 08:32:00,H-1642,Jungle,bike_travel,Unknown,0,647,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18041,2025-04-18 14:22:00,H-1147,Swamp,injured,Unknown,51,362,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18042,2025-05-19 21:40:00,H-1437,Forest,encounter,A-403,0,979,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18043,2025-05-04 10:26:00,H-1877,Forest,bike_travel,Unknown,0,120,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18044,2025-04-06 07:06:00,H-1193,Savanna,injured,Unknown,14,958,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18045,2025-04-14 15:53:00,H-1323,Savanna,hunt_success,A-770,0,795,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18046,2025-05-12 07:28:00,H-1178,Desert,injured,Unknown,32,367,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18047,2025-05-07 15:43:00,H-1183,Tundra,injured,Unknown,17,855,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18048,2025-05-18 17:43:00,H-1620,Volcanic Zone,injured,Unknown,84,655,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18049,2025-05-27 21:16:00,H-1353,Desert,bike_travel,Unknown,0,354,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18050,2025-05-28 01:02:00,H-1246,City Ruins,injured,Unknown,98,254,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18051,2025-04-24 19:28:00,H-1440,Savanna,injured,Unknown,47,506,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18052,2025-04-24 04:05:00,H-1450,Volcanic Zone,injured,Unknown,17,187,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18053,2025-05-04 20:35:00,H-1856,Tundra,hunt_failed,A-866,0,664,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18054,2025-04-13 00:36:00,H-1882,Volcanic Zone,hunt_failed,A-977,0,818,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18055,2025-06-02 05:15:00,H-1079,Swamp,bike_travel,Unknown,0,782,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18056,2025-04-08 18:41:00,H-1628,Swamp,injured,Unknown,62,644,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18057,2025-04-17 21:31:00,H-1593,Desert,hunt_failed,A-479,0,961,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18058,2025-06-06 07:14:00,H-1699,Desert,hunt_success,A-572,0,914,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18059,2025-05-16 01:49:00,H-1779,Savanna,bike_travel,Unknown,0,371,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18060,2025-05-27 12:19:00,H-1784,Swamp,hunt_failed,A-188,0,162,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18061,2025-04-19 07:52:00,H-1577,Mountains,hunt_failed,A-598,0,506,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18062,2025-05-10 01:28:00,H-1436,Swamp,hunt_failed,A-856,0,996,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18063,2025-04-08 07:19:00,H-1874,Forest,hunt_failed,A-214,0,729,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18064,2025-04-10 13:42:00,H-1386,Canyon,bike_travel,Unknown,0,252,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18065,2025-04-23 08:38:00,H-1896,Swamp,encounter,A-133,0,580,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18066,2025-05-21 03:10:00,H-1374,Tundra,hunt_failed,A-676,0,627,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18067,2025-05-28 06:59:00,H-1438,Desert,encounter,A-616,0,55,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18068,2025-05-12 14:39:00,H-1607,City Ruins,injured,Unknown,39,639,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18069,2025-05-13 18:37:00,H-1821,Desert,injured,Unknown,45,226,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18070,2025-05-30 17:26:00,H-1959,Jungle,encounter,A-133,0,790,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18071,2025-06-01 11:35:00,H-1042,Volcanic Zone,bike_travel,Unknown,0,107,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18072,2025-05-07 23:46:00,H-1360,Forest,hunt_failed,A-937,0,238,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18073,2025-05-14 00:39:00,H-1134,Swamp,encounter,A-929,0,384,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18074,2025-05-16 12:07:00,H-1390,Tundra,hunt_success,A-374,0,448,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18075,2025-04-04 01:20:00,H-1562,Desert,hunt_success,A-471,0,614,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18076,2025-05-02 08:27:00,H-1541,Tundra,hunt_success,A-275,0,964,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18077,2025-05-05 13:38:00,H-1720,Volcanic Zone,injured,Unknown,45,572,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18078,2025-06-03 11:56:00,H-1401,Desert,encounter,A-873,0,193,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18079,2025-06-01 15:10:00,H-1719,Canyon,hunt_success,A-138,0,384,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18080,2025-05-30 00:29:00,H-1451,City Ruins,encounter,A-875,0,199,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18081,2025-05-30 06:20:00,H-1183,Tundra,hunt_success,A-172,0,151,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18082,2025-04-08 11:41:00,H-1299,Jungle,encounter,A-491,0,205,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18083,2025-05-14 18:32:00,H-1435,Tundra,bike_travel,Unknown,0,490,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18084,2025-05-29 23:27:00,H-1771,Canyon,hunt_success,A-944,0,915,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18085,2025-05-01 19:27:00,H-1358,Mountains,hunt_failed,A-314,0,495,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18086,2025-04-26 18:28:00,H-1930,Mountains,encounter,A-968,0,513,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18087,2025-05-11 02:08:00,H-1947,Canyon,bike_travel,Unknown,0,452,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18088,2025-04-06 05:44:00,H-1357,Volcanic Zone,injured,Unknown,58,262,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18089,2025-05-07 20:52:00,H-1883,Swamp,bike_travel,Unknown,0,339,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18090,2025-04-24 21:44:00,H-1035,Savanna,hunt_failed,A-363,0,837,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18091,2025-04-27 12:21:00,H-1482,Mountains,hunt_success,A-990,0,628,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18092,2025-05-28 14:19:00,H-1362,Forest,bike_travel,Unknown,0,669,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18093,2025-04-28 07:30:00,H-1248,Savanna,hunt_success,A-679,0,455,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18094,2025-05-27 06:09:00,H-1162,City Ruins,hunt_failed,A-330,0,817,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18095,2025-05-30 04:55:00,H-1302,Volcanic Zone,hunt_success,A-329,0,469,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18096,2025-04-19 14:08:00,H-1626,Desert,encounter,A-191,0,675,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18097,2025-05-16 02:17:00,H-1054,Jungle,encounter,A-737,0,723,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18098,2025-05-02 23:09:00,H-1339,Jungle,hunt_failed,A-705,0,616,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18099,2025-05-22 22:22:00,H-1438,Desert,hunt_failed,A-712,0,184,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18100,2025-04-14 12:03:00,H-1400,Canyon,hunt_failed,A-124,0,294,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18101,2025-04-28 04:29:00,H-1228,Volcanic Zone,hunt_success,A-796,0,575,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18102,2025-06-06 01:06:00,H-1765,Mountains,hunt_success,A-692,0,457,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-18103,2025-04-23 15:06:00,H-1221,Swamp,encounter,A-740,0,187,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
