hunter_id,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
H0677,54,Mountain,5,91,96,1176,1625,1120
H0677,55,Mountain,0,64,54,1176,0,1120
H0677,56,Tundra,0,89,78,1176,0,1120
H0677,57,Savanna,1,53,40,1188,429,1130
H0677,58,Savanna,4,75,69,1232,3500,1170
H0677,59,Swamp,5,94,92,1267,4820,1220
H0677,60,Volcanic,5,93,88,1312,4030,1270
H0677,61,Tundra,3,94,43,1327,906,1300
H0677,62,Desert,2,68,51,1337,1676,1320
H0677,63,Rainforest,1,88,47,1345,297,1330
H0677,64,Jungle,0,90,71,1345,0,1330
H0677,65,Volcanic,4,87,99,1397,1884,1370
H0677,66,Tundra,2,62,32,1425,656,1390
H0677,67,Jungle,5,67,94,1490,1425,1440
H0677,68,Savanna,0,83,38,1490,0,1440
H0677,69,Tundra,0,62,37,1490,0,1440
H0677,70,Urban Ruins,2,61,90,1514,1348,1460
H0677,71,Rainforest,2,88,47,1540,1080,1480
H0677,72,Urban Ruins,2,61,97,1554,1668,1500
H0677,73,Tundra,5,77,65,1594,1475,1550
H0677,74,Tundra,1,82,49,1600,329,1560
H0677,75,Tundra,4,59,63,1640,1680,1600
H0677,76,Swamp,1,50,80,1655,312,1610
H0677,77,Savanna,3,52,80,1691,627,1640
H0677,78,Mountain,4,83,69,1715,3264,1680
H0677,79,Tundra,5,93,38,1790,2835,1730
H0677,80,Volcanic,2,87,52,1818,380,1750
H0677,81,Desert,3,100,39,1848,621,1780
H0677,82,Arctic,3,64,51,1881,1134,1810
H0677,83,Arctic,5,59,42,1946,4940,1860
H0677,84,Volcanic,1,100,30,1956,785,1870
H0677,85,Jungle,4,75,57,1976,2264,1910
H0677,86,Jungle,5,51,95,2026,3435,1960
H0677,87,Savanna,0,55,44,2026,0,1960
H0677,88,Desert,1,60,55,2038,970,1970
H0677,89,Mountain,4,58,32,2082,1804,2010
H0677,90,Urban Ruins,3,78,41,2121,1014,2040
H0677,91,Rainforest,1,54,33,2136,184,2050
H0677,92,Mountain,3,59,60,2160,1080,2080
H0677,93,Arctic,1,66,64,2173,823,2090
H0677,94,Desert,5,82,97,2208,4000,2140
H0677,95,Arctic,0,89,85,2208,0,2140
H0677,96,Mountain,3,56,55,2247,2316,2170
H0677,97,Savanna,4,72,87,2291,3120,2210
H0677,98,Desert,5,79,98,2366,3355,2260
H0677,99,Swamp,1,55,40,2380,145,2270
H0677,100,Mountain,3,68,42,2416,1977,2300
H0678,1,Volcanic,4,94,73,32,3856,40
H0678,2,Savanna,5,54,59,92,3275,90
H0678,3,Desert,2,60,79,104,526,110
H0678,4,Savanna,3,67,30,134,1113,140
H0678,5,Volcanic,5,64,90,164,5000,190
H0678,6,Swamp,3,90,76,182,2673,220
H0678,7,Jungle,5,76,48,217,850,270
H0678,8,Arctic,4,69,88,277,3208,310
H0678,9,Rainforest,2,91,50,301,232,330
H0678,10,Volcanic,5,59,65,371,3445,380
H0678,11,Rainforest,5,69,79,436,935,430
H0678,12,Mountain,4,56,43,456,696,470
H0678,13,Swamp,5,62,97,501,4950,520
H0678,14,Jungle,2,64,97,521,258,540
H0678,15,Desert,1,59,60,529,965,550
H0678,16,Rainforest,4,79,33,553,1168,590
H0678,17,Rainforest,1,78,59,558,421,600
H0678,18,Desert,2,64,39,574,1940,620
H0678,19,Tundra,5,87,50,599,2180,670
H0678,20,Tundra,2,89,60,611,268,690
H0678,21,Volcanic,0,59,43,611,0,690
H0678,22,Jungle,4,71,89,631,744,730
H0678,23,Arctic,5,77,45,696,595,780
H0678,24,Tundra,2,87,35,716,1244,800
H0678,25,Tundra,3,82,71,749,2199,830
H0678,26,Arctic,4,91,93,793,3260,870
H0678,27,Savanna,4,75,45,853,3212,910
H0678,28,Jungle,4,59,66,905,2292,950
H0678,29,Desert,2,64,72,923,212,970
H0678,30,Urban Ruins,4,58,76,979,3432,1010
H0678,31,Urban Ruins,1,99,57,985,362,1020
H0678,32,Savanna,3,63,48,1012,1806,1050
H0678,33,Arctic,3,58,70,1027,2331,1080
H0678,34,Mountain,2,89,51,1047,432,1100
H0678,35,Swamp,2,77,100,1059,534,1120
H0678,36,Urban Ruins,5,70,83,1094,3160,1170
H0678,37,Jungle,4,78,52,1114,1488,1210
H0678,38,Volcanic,2,61,52,1126,424,1230
H0678,39,Urban Ruins,5,59,70,1166,3335,1280
H0678,40,Mountain,4,58,82,1218,2780,1320
H0678,41,Tundra,4,50,69,1266,2700,1360
H0678,42,Savanna,0,55,89,1266,0,1360
H0678,43,Tundra,2,79,52,1290,1110,1380
H0678,44,Jungle,4,93,38,1310,2196,1420
H0678,45,Jungle,3,91,54,1343,999,1450
H0678,46,Urban Ruins,1,52,47,1350,970,1460
H0678,47,Urban Ruins,1,59,39,1364,693,1470
H0678,48,Swamp,0,95,78,1364,0,1470
H0678,49,Rainforest,2,68,39,1386,900,1490
H0678,50,Mountain,0,73,35,1386,0,1490
H0678,51,Arctic,4,95,64,1442,1728,1530
H0678,52,Savanna,5,53,89,1497,2075,1580
H0678,53,Swamp,5,51,40,1527,3415,1630
H0678,54,Jungle,0,68,60,1527,0,1630
H0678,55,Volcanic,0,76,67,1527,0,1630
H0678,56,Mountain,4,82,77,1571,936,1670
H0678,57,Savanna,5,67,40,1646,2435,1720
H0678,58,Rainforest,3,61,41,1673,1146,1750
H0678,59,Rainforest,0,60,52,1673,0,1750
H0678,60,Urban Ruins,5,56,98,1733,1920,1800
H0678,61,Urban Ruins,0,78,40,1733,0,1800
H0678,62,Arctic,0,81,36,1733,0,1800
H0678,63,Urban Ruins,1,87,95,1739,351,1810
H0678,64,Mountain,5,93,44,1799,2060,1860
H0678,65,Swamp,4,81,57,1855,812,1900
H0678,66,Mountain,2,99,31,1885,1000,1920
H0678,67,Tundra,0,68,45,1885,0,1920
H0678,68,Arctic,1,57,67,1896,614,1930
H0678,69,Mountain,2,72,65,1914,1280,1950
H0678,70,Tundra,4,59,64,1966,2456,1990
H0678,71,Urban Ruins,5,58,36,2021,920,2040
H0678,72,Volcanic,2,88,61,2039,894,2060
H0678,73,Rainforest,5,89,92,2084,1285,2110
H0678,74,Desert,5,97,77,2124,3155,2160
H0678,75,Urban Ruins,3,91,34,2169,561,2190
H0678,76,Arctic,0,97,50,2169,0,2190
H0678,77,Volcanic,5,77,90,2214,1370,2240
H0678,78,Desert,3,88,85,2253,1110,2270
H0678,79,Desert,3,87,89,2268,2865,2300
H0678,80,Savanna,1,67,82,2274,433,2310
H0678,81,Arctic,0,74,90,2274,0,2310
H0678,82,Arctic,0,55,35,2274,0,2310
H0678,83,Volcanic,4,83,51,2322,3044,2350
H0678,84,Swamp,5,70,58,2387,1725,2400
H0678,85,Desert,1,77,54,2397,422,2410
H0678,86,Urban Ruins,4,72,32,2441,2048,2450
H0678,87,Volcanic,2,72,94,2463,982,2470
H0678,88,Mountain,4,85,85,2495,3824,2510
H0678,89,Jungle,2,50,52,2505,226,2530
H0678,90,Volcanic,2,76,49,2519,1194,2550
H0678,91,Rainforest,1,57,30,2524,832,2560
H0678,92,Desert,3,68,87,2557,978,2590
H0678,93,Rainforest,2,72,31,2571,328,2610
H0678,94,Volcanic,1,67,44,2585,910,2620
H0678,95,Arctic,5,91,54,2630,1600,2670
H0678,96,Volcanic,5,50,89,2670,4380,2720
H0678,97,Desert,5,100,57,2705,1095,2770
H0678,98,Desert,3,98,86,2720,1614,2800
H0678,99,Arctic,1,67,59,2734,746,2810
H0678,100,Urban Ruins,4,52,99,2786,880,2850
H0679,1,Savanna,0,73,74,0,0,0
H0679,2,Urban Ruins,1,63,50,6,405,10
H0679,3,Rainforest,5,52,32,41,2890,60
H0679,4,Urban Ruins,4,79,86,77,1676,100
H0679,5,Jungle,2,53,37,95,1006,120
H0679,6,Jungle,1,84,79,101,338,130
H0679,7,Urban Ruins,0,92,81,101,0,130
H0679,8,Savanna,3,68,58,137,762,160
H0679,9,Rainforest,3,61,41,167,1638,190
H0679,10,Savanna,2,53,31,195,1728,210
H0679,11,Desert,0,63,79,195,0,210
H0679,12,Arctic,4,68,60,239,1744,250
H0679,13,Urban Ruins,1,59,79,244,716,260
H0679,14,Savanna,2,85,78,274,1138,280
H0679,15,Tundra,5,72,35,309,3650,330
H0679,16,Jungle,3,59,57,354,2589,360
H0679,17,Volcanic,1,62,40,365,685,370
H0679,18,Urban Ruins,1,70,87,380,427,380
H0679,19,Arctic,1,77,38,386,535,390
H0679,20,Urban Ruins,0,57,71,386,0,390
H0679,21,Savanna,0,79,33,386,0,390
H0679,22,Savanna,3,82,45,416,1923,420
H0679,23,Volcanic,4,62,48,476,3608,460
H0679,24,Swamp,0,84,91,476,0,460
H0679,25,Arctic,3,62,69,494,1362,490
H0679,26,Arctic,0,95,87,494,0,490
H0679,27,Urban Ruins,5,96,33,529,4245,540
H0679,28,Swamp,0,75,84,529,0,540
H0679,29,Jungle,1,93,38,534,398,550
H0679,30,Savanna,1,53,97,545,382,560
H0679,31,Jungle,1,59,80,559,202,570
H0679,32,Desert,0,93,89,559,0,570
H0679,33,Jungle,2,73,87,589,1922,590
H0679,34,Volcanic,5,65,99,649,745,640
H0679,35,Arctic,4,64,100,705,788,680
H0679,36,Mountain,1,69,59,718,660,690
H0679,37,Volcanic,0,55,70,718,0,690
H0679,38,Desert,3,88,97,742,2235,720
H0679,39,Jungle,5,89,40,797,1010,770
H0679,40,Arctic,1,56,46,810,619,780
H0679,41,Jungle,2,64,73,840,350,800
H0679,42,Mountain,5,97,81,875,1835,850
H0679,43,Jungle,3,67,68,902,546,880
H0679,44,Jungle,0,93,88,902,0,880
H0679,45,Swamp,0,83,79,902,0,880
H0679,46,Volcanic,4,79,73,930,860,920
H0679,47,Rainforest,0,92,80,930,0,920
H0679,48,Swamp,0,75,72,930,0,920
H0679,49,Tundra,2,52,73,942,1576,940
H0679,50,Arctic,1,85,41,951,136,950
H0679,51,Swamp,2,62,95,967,1118,970
H0679,52,Mountain,2,55,61,995,816,990
H0679,53,Swamp,5,73,99,1070,2010,1040
H0679,54,Arctic,5,89,89,1135,4340,1090
H0679,55,Rainforest,4,72,41,1171,2480,1130
H0679,56,Jungle,0,77,32,1171,0,1130
H0679,57,Swamp,2,66,61,1185,1844,1150
H0679,58,Arctic,5,53,59,1245,1735,1200
H0679,59,Rainforest,4,58,56,1265,480,1240
H0679,60,Tundra,3,63,57,1304,1431,1270
H0679,61,Rainforest,5,95,82,1329,1000,1320
H0679,62,Tundra,1,52,82,1338,397,1330
H0679,63,Arctic,3,65,45,1365,1944,1360
H0679,64,Swamp,5,82,72,1425,3305,1410
H0679,65,Urban Ruins,5,82,61,1475,2705,1460
H0679,66,Urban Ruins,5,58,61,1515,1670,1510
H0679,67,Jungle,0,96,71,1515,0,1510
H0679,68,Mountain,2,92,94,1529,1060,1530
H0679,69,Tundra,0,89,95,1529,0,1530
H0679,70,Swamp,1,61,88,1542,848,1540
H0679,71,Desert,3,98,51,1572,1245,1570
H0679,72,Volcanic,5,69,85,1607,1400,1620
H0679,73,Arctic,3,74,81,1622,1329,1650
H0679,74,Arctic,1,99,71,1635,516,1660
H0679,75,Volcanic,1,66,84,1642,948,1670
H0679,76,Savanna,0,79,73,1642,0,1670
H0679,77,Desert,5,68,68,1667,2800,1720
H0679,78,Jungle,4,50,100,1707,896,1760
H0679,79,Rainforest,5,77,83,1757,3350,1810
H0679,80,Rainforest,4,95,72,1813,2792,1850
H0679,81,Mountain,2,86,38,1843,1154,1870
H0679,82,Jungle,4,99,87,1879,3304,1910
H0679,83,Savanna,4,72,83,1935,3136,1950
H0679,84,Arctic,2,62,40,1961,1938,1970
H0679,85,Tundra,1,89,92,1975,351,1980
H0679,86,Savanna,2,84,40,1991,1434,2000
H0679,87,Rainforest,2,76,46,2011,1470,2020
H0679,88,Mountain,3,52,32,2026,1641,2050
H0679,89,Tundra,0,79,51,2026,0,2050
H0679,90,Volcanic,3,58,74,2059,714,2080
H0679,91,Swamp,2,64,51,2083,640,2100
H0679,92,Savanna,0,68,77,2083,0,2100
H0679,93,Urban Ruins,5,93,94,2153,3175,2150
H0679,94,Volcanic,0,65,76,2153,0,2150
H0679,95,Desert,0,99,32,2153,0,2150
H0679,96,Swamp,5,77,81,2178,3470,2200
H0679,97,Swamp,4,72,98,2214,1236,2240
H0679,98,Volcanic,2,62,55,2236,724,2260
H0679,99,Swamp,2,74,74,2266,726,2280
H0679,100,Tundra,2,98,68,2286,368,2300
H0680,1,Desert,4,84,89,44,636,40
H0680,2,Swamp,4,71,67,88,772,80
H0680,3,Volcanic,3,75,94,133,954,110
H0680,4,Mountain,0,95,100,133,0,110
H0680,5,Mountain,1,61,32,138,987,120
H0680,6,Mountain,4,61,45,166,3064,160
H0680,7,Urban Ruins,5,95,32,231,4895,210
H0680,8,Urban Ruins,5,98,88,301,2050,260
H0680,9,Volcanic,1,77,56,311,937,270
H0680,10,Tundra,3,77,61,350,2226,300
H0680,11,Mountain,2,83,89,364,1188,320
H0680,12,Rainforest,0,78,80,364,0,320
H0680,13,Savanna,5,60,43,429,4280,370
H0680,14,Arctic,2,65,38,439,200,390
H0680,15,Swamp,4,52,74,463,2356,430
H0680,16,Desert,1,99,42,478,834,440
H0680,17,Urban Ruins,2,50,61,490,496,460
H0680,18,Swamp,2,92,30,506,1170,480
H0680,19,Jungle,4,81,47,538,3380,520
H0680,20,Desert,0,57,54,538,0,520
H0680,21,Tundra,2,58,37,556,228,540
H0680,22,Urban Ruins,0,58,30,556,0,540
H0680,23,Arctic,3,68,82,571,1482,570
H0680,24,Volcanic,5,76,76,596,4985,620
H0680,25,Rainforest,4,78,94,624,2448,660
H0680,26,Savanna,1,99,81,629,203,670
H0680,27,Desert,5,54,74,684,3880,720
H0680,28,Arctic,4,57,83,712,3656,760
H0680,29,Arctic,4,87,58,736,3500,800
H0680,30,Urban Ruins,3,75,82,757,2481,830
H0680,31,Volcanic,3,66,64,775,2802,860
H0680,32,Arctic,0,64,32,775,0,860
H0680,33,Rainforest,5,52,85,810,4885,910
H0680,34,Volcanic,0,71,82,810,0,910
H0680,35,Savanna,4,75,37,830,2760,950
H0680,36,Swamp,4,68,60,854,3540,990
H0680,37,Swamp,5,50,93,904,915,1040
H0680,38,Savanna,4,69,71,928,2792,1080
H0680,39,Tundra,2,52,43,948,386,1100
H0680,40,Jungle,3,92,40,978,1053,1130
H0680,41,Savanna,2,51,57,990,596,1150
H0680,42,Volcanic,4,65,49,1050,1140,1190
H0680,43,Desert,3,78,99,1071,348,1220
H0680,44,Jungle,3,90,30,1095,2700,1250
H0680,45,Jungle,5,76,79,1140,4890,1300
H0680,46,Jungle,4,52,41,1188,2484,1340
H0680,47,Tundra,1,56,64,1193,164,1350
H0680,48,Arctic,4,70,66,1229,2432,1390
H0680,49,Savanna,0,55,66,1229,0,1390
H0680,50,Jungle,4,98,32,1277,2216,1430
H0680,51,Tundra,3,87,73,1313,2682,1460
H0680,52,Rainforest,3,93,77,1346,1833,1490
H0680,53,Rainforest,0,69,41,1346,0,1490
H0680,54,Desert,4,66,81,1386,3092,1530
H0680,55,Rainforest,3,54,69,1413,1176,1560
H0680,56,Tundra,1,52,66,1426,370,1570
H0680,57,Savanna,2,72,62,1448,224,1590
H0680,58,Arctic,0,99,82,1448,0,1590
H0680,59,Swamp,0,95,78,1448,0,1590
H0680,60,Tundra,1,76,41,1461,755,1600
H0680,61,Swamp,5,75,30,1516,3690,1650
H0680,62,Rainforest,0,93,58,1516,0,1650
H0680,63,Savanna,5,74,84,1551,1265,1700
H0680,64,Urban Ruins,4,83,92,1579,2796,1740
H0680,65,Desert,3,58,36,1624,1635,1770
H0680,66,Swamp,5,85,88,1689,3995,1820
H0680,67,Rainforest,5,86,54,1749,2550,1870
H0680,68,Urban Ruins,1,82,43,1755,554,1880
H0680,69,Swamp,3,73,64,1788,1068,1910
H0680,70,Arctic,3,65,84,1806,2415,1940
H0680,71,Tundra,4,91,33,1862,2716,1980
H0680,72,Arctic,3,66,88,1880,2121,2010
H0680,73,Desert,3,67,91,1925,2715,2040
H0680,74,Volcanic,5,70,85,1960,2305,2090
H0680,75,Swamp,1,56,45,1974,659,2100
H0680,76,Arctic,3,56,44,1989,450,2130
H0680,77,Rainforest,2,51,64,2007,1990,2150
H0680,78,Arctic,4,74,73,2031,1192,2190
H0680,79,Mountain,2,70,94,2053,1340,2210
H0680,80,Arctic,5,75,70,2078,2540,2260
H0680,81,Arctic,1,56,65,2087,917,2270
H0680,82,Volcanic,0,77,98,2087,0,2270
H0680,83,Savanna,4,73,74,2127,2792,2310
H0680,84,Rainforest,0,96,91,2127,0,2310
H0680,85,Mountain,0,94,57,2127,0,2310
H0680,86,Urban Ruins,3,78,86,2169,2820,2340
H0680,87,Desert,4,71,86,2229,1500,2380
H0680,88,Desert,2,81,46,2239,716,2400
H0680,89,Urban Ruins,5,80,100,2304,2740,2450
H0680,90,Arctic,4,68,59,2328,844,2490
H0680,91,Tundra,1,53,78,2337,803,2500
H0680,92,Tundra,2,86,46,2353,1202,2520
H0680,93,Urban Ruins,0,66,51,2353,0,2520
H0680,94,Rainforest,4,53,81,2405,1152,2560
H0680,95,Jungle,4,53,34,2429,1124,2600
H0680,96,Savanna,5,56,34,2459,610,2650
H0680,97,Urban Ruins,3,70,63,2501,2844,2680
H0680,98,Desert,4,85,45,2537,1516,2720
H0680,99,Arctic,1,88,87,2551,728,2730
H0680,100,Swamp,1,52,76,2566,677,2740
H0681,1,Volcanic,0,82,57,0,0,0
H0681,2,Urban Ruins,0,91,55,0,0,0
H0681,3,Mountain,3,96,86,24,813,30
H0681,4,Rainforest,5,52,36,74,4065,80
H0681,5,Volcanic,5,99,89,129,4520,130
H0681,6,Volcanic,2,66,82,153,902,150
H0681,7,Rainforest,1,85,76,163,467,160
H0681,8,Rainforest,4,63,81,215,2892,200
H0681,9,Arctic,0,86,91,215,0,200
H0681,10,Mountain,2,72,47,239,840,220
H0681,11,Volcanic,4,61,69,259,1320,260
H0681,12,Swamp,2,53,43,283,476,280
H0681,13,Rainforest,0,97,79,283,0,280
H0681,14,Tundra,5,68,48,318,4335,330
H0681,15,Rainforest,1,89,51,333,737,340
H0681,16,Desert,0,87,35,333,0,340
H0681,17,Urban Ruins,3,56,44,348,2082,370
H0681,18,Rainforest,2,91,40,360,1468,390
H0681,19,Savanna,3,77,58,393,717,420
H0681,20,Tundra,5,97,38,458,4725,470
H0681,21,Volcanic,2,94,54,476,768,490
H0681,22,Urban Ruins,0,78,43,476,0,490
H0681,23,Swamp,2,75,48,500,1726,510
H0681,24,Volcanic,3,70,45,542,2364,540
H0681,25,Mountain,0,75,30,542,0,540
H0681,26,Volcanic,1,72,93,553,461,550
H0681,27,Desert,4,64,85,589,2204,590
H0681,28,Mountain,0,88,71,589,0,590
H0681,29,Volcanic,0,76,91,589,0,590
H0681,30,Arctic,2,66,87,613,1148,610
H0681,31,Tundra,1,59,63,625,942,620
H0681,32,Urban Ruins,5,89,91,675,940,670
H0681,33,Urban Ruins,4,82,70,695,1840,710
H0681,34,Tundra,4,58,59,743,1800,750
H0681,35,Desert,2,89,76,773,1170,770
H0681,36,Rainforest,1,80,68,787,208,780
H0681,37,Tundra,3,61,82,829,2760,810
H0681,38,Arctic,0,53,47,829,0,810
H0681,39,Savanna,5,58,91,879,1155,860
H0681,40,Jungle,4,90,77,919,1052,900
H0681,41,Jungle,4,79,55,959,420,940
H0681,42,Arctic,1,72,69,964,846,950
H0681,43,Rainforest,5,64,38,1034,2105,1000
H0681,44,Savanna,0,58,49,1034,0,1000
H0681,45,Tundra,3,58,32,1076,1986,1030
H0681,46,Arctic,1,88,67,1084,391,1040
H0681,47,Volcanic,3,94,83,1105,849,1070
H0681,48,Mountain,5,56,39,1155,2335,1120
H0681,49,Rainforest,3,69,76,1173,1056,1150
H0681,50,Urban Ruins,0,65,38,1173,0,1150
H0681,51,Urban Ruins,4,99,100,1221,1348,1190
H0681,52,Volcanic,3,92,88,1239,1161,1220
H0681,53,Rainforest,3,92,57,1281,423,1250
H0681,54,Urban Ruins,4,54,100,1321,1208,1290
H0681,55,Rainforest,4,93,75,1377,3420,1330
H0681,56,Desert,5,100,44,1407,3030,1380
H0681,57,Urban Ruins,5,79,90,1442,2685,1430
H0681,58,Arctic,1,62,65,1454,720,1440
H0681,59,Mountain,4,78,96,1490,1864,1480
H0681,60,Volcanic,4,97,89,1550,920,1520
H0681,61,Rainforest,3,97,52,1583,1887,1550
H0681,62,Tundra,0,51,61,1583,0,1550
H0681,63,Arctic,2,52,65,1595,358,1570
H0681,64,Mountain,5,56,62,1670,4110,1620
H0681,65,Tundra,2,80,56,1694,1154,1640
H0681,66,Volcanic,0,73,91,1694,0,1640
H0681,67,Rainforest,0,88,50,1694,0,1640
H0681,68,Savanna,4,84,36,1722,1288,1680
H0681,69,Volcanic,3,51,90,1767,2076,1710
H0681,70,Arctic,5,53,65,1812,3905,1760
H0681,71,Arctic,1,62,98,1820,644,1770
H0681,72,Urban Ruins,3,52,38,1859,1776,1800
H0681,73,Urban Ruins,1,87,59,1864,151,1810
H0681,74,Arctic,5,62,81,1904,3185,1860
H0681,75,Arctic,3,58,83,1934,1143,1890
H0681,76,Savanna,1,51,52,1940,242,1900
H0681,77,Swamp,0,74,32,1940,0,1900
H0681,78,Arctic,1,67,73,1945,716,1910
H0681,79,Volcanic,1,97,41,1956,923,1920
H0681,80,Urban Ruins,2,80,79,1974,288,1940
H0681,81,Swamp,3,77,32,2007,1824,1970
H0681,82,Jungle,2,78,86,2027,338,1990
H0681,83,Savanna,2,66,53,2055,562,2010
H0681,84,Mountain,0,73,54,2055,0,2010
H0681,85,Jungle,4,66,51,2091,1136,2050
H0681,86,Arctic,4,89,98,2111,812,2090
H0681,87,Mountain,0,52,94,2111,0,2090
H0681,88,Urban Ruins,4,85,71,2155,1648,2130
H0681,89,Tundra,3,96,98,2173,2067,2160
H0681,90,Urban Ruins,0,98,57,2173,0,2160
H0681,91,Swamp,4,82,55,2221,3888,2200
H0681,92,Urban Ruins,0,54,49,2221,0,2200
H0681,93,Desert,2,56,71,2251,1280,2220
H0681,94,Arctic,4,81,87,2311,3784,2260
H0681,95,Savanna,3,93,96,2356,1773,2290
H0681,96,Jungle,1,78,35,2364,698,2300
H0681,97,Swamp,5,66,84,2434,4385,2350
H0681,98,Urban Ruins,0,67,39,2434,0,2350
H0681,99,Urban Ruins,4,51,65,2474,3380,2390
H0681,100,Jungle,3,59,78,2498,708,2420
H0682,1,Rainforest,4,84,66,60,1504,40
H0682,2,Savanna,0,54,77,60,0,40
H0682,3,Volcanic,3,79,65,87,1266,70
H0682,4,Swamp,1,50,89,101,863,80
H0682,5,Swamp,1,71,92,108,232,90
H0682,6,Tundra,2,57,49,128,510,110
H0682,7,Mountain,1,90,88,139,796,120
H0682,8,Mountain,3,73,43,163,1287,150
H0682,9,Savanna,2,96,93,177,1248,170
H0682,10,Savanna,3,53,35,219,888,200
H0682,11,Arctic,3,98,58,237,1908,230
H0682,12,Jungle,3,91,62,282,801,260
H0682,13,Savanna,4,53,48,338,3964,300
H0682,14,Volcanic,0,63,33,338,0,300
H0682,15,Desert,5,70,78,413,2285,350
H0682,16,Rainforest,5,68,94,448,3300,400
H0682,17,Volcanic,2,91,35,458,212,420
H0682,18,Savanna,1,57,94,473,190,430
H0682,19,Jungle,1,57,93,482,995,440
H0682,20,Urban Ruins,0,94,51,482,0,440
H0682,21,Volcanic,4,74,56,518,3740,480
H0682,22,Arctic,3,60,73,554,1818,510
H0682,23,Rainforest,3,96,64,575,1644,540
H0682,24,Rainforest,2,52,35,589,1344,560
H0682,25,Arctic,2,80,79,607,406,580
H0682,26,Jungle,3,96,30,637,588,610
H0682,27,Jungle,5,84,63,672,3080,660
H0682,28,Urban Ruins,5,60,50,727,1420,710
H0682,29,Desert,2,96,94,743,1908,730
H0682,30,Volcanic,5,65,43,803,4680,780
H0682,31,Mountain,5,55,43,843,2060,830
H0682,32,Desert,1,83,33,854,332,840
H0682,33,Arctic,3,85,76,893,2436,870
H0682,34,Urban Ruins,4,90,34,933,1880,910
H0682,35,Urban Ruins,1,99,99,944,155,920
H0682,36,Arctic,1,98,38,952,795,930
H0682,37,Jungle,5,87,83,987,4560,980
H0682,38,Volcanic,0,99,40,987,0,980
H0682,39,Mountain,0,80,72,987,0,980
H0682,40,Tundra,3,77,39,1014,357,1010
H0682,41,Rainforest,5,99,51,1059,2570,1060
H0682,42,Savanna,2,71,78,1075,882,1080
H0682,43,Swamp,1,87,65,1081,454,1090
H0682,44,Desert,4,70,58,1105,480,1130
H0682,45,Rainforest,2,71,84,1135,1658,1150
H0682,46,Rainforest,2,67,76,1155,976,1170
H0682,47,Desert,2,59,97,1183,820,1190
H0682,48,Desert,5,87,57,1223,2910,1240
H0682,49,Swamp,0,65,35,1223,0,1240
H0682,50,Urban Ruins,4,76,98,1255,2120,1280
H0682,51,Urban Ruins,1,87,54,1269,885,1290
H0682,52,Savanna,0,90,63,1269,0,1290
H0682,53,Urban Ruins,4,75,56,1321,1684,1330
H0682,54,Tundra,3,80,32,1354,2883,1360
H0682,55,Desert,2,61,41,1370,962,1380
H0682,56,Arctic,0,93,69,1370,0,1380
H0682,57,Urban Ruins,5,81,88,1435,1210,1430
H0682,58,Tundra,3,56,47,1450,1227,1460
H0682,59,Arctic,2,53,75,1468,1824,1480
H0682,60,Savanna,4,52,96,1488,3584,1520
H0682,61,Arctic,0,69,60,1488,0,1520
H0682,62,Rainforest,1,88,46,1495,911,1530
H0682,63,Tundra,1,68,78,1509,130,1540
H0682,64,Rainforest,0,93,46,1509,0,1540
H0682,65,Tundra,2,94,80,1529,648,1560
H0682,66,Savanna,1,85,46,1544,342,1570
H0682,67,Savanna,0,95,51,1544,0,1570
H0682,68,Mountain,1,58,37,1557,990,1580
H0682,69,Swamp,0,98,79,1557,0,1580
H0682,70,Tundra,2,97,53,1585,768,1600
H0682,71,Swamp,0,87,72,1585,0,1600
H0682,72,Tundra,0,63,66,1585,0,1600
H0682,73,Jungle,4,77,84,1617,936,1640
H0682,74,Rainforest,3,58,31,1662,606,1670
H0682,75,Tundra,4,84,34,1702,2260,1710
H0682,76,Desert,2,97,43,1716,220,1730
H0682,77,Volcanic,0,61,31,1716,0,1730
H0682,78,Swamp,5,56,72,1741,2820,1780
H0682,79,Swamp,0,67,66,1741,0,1780
H0682,80,Rainforest,5,99,87,1801,3765,1830
H0682,81,Arctic,5,70,59,1866,4075,1880
H0682,82,Desert,2,62,53,1892,1890,1900
H0682,83,Urban Ruins,5,51,59,1917,2340,1950
H0682,84,Mountain,4,61,49,1965,2804,1990
H0682,85,Urban Ruins,1,77,30,1980,383,2000
H0682,86,Mountain,4,96,93,2020,436,2040
H0682,87,Jungle,1,86,58,2029,770,2050
H0682,88,Urban Ruins,3,95,53,2059,2586,2080
H0682,89,Mountain,1,91,59,2068,991,2090
H0682,90,Arctic,2,58,97,2092,1766,2110
H0682,91,Desert,2,92,88,2110,1134,2130
H0682,92,Volcanic,0,93,53,2110,0,2130
H0682,93,Arctic,3,65,31,2155,1917,2160
H0682,94,Rainforest,4,98,72,2203,2872,2200
H0682,95,Savanna,4,96,78,2251,3896,2240
H0682,96,Jungle,3,96,53,2275,2379,2270
H0682,97,Jungle,2,52,73,2301,1348,2290
H0682,98,Savanna,3,69,48,2325,2163,2320
H0682,99,Rainforest,1,93,61,2334,161,2330
H0682,100,Urban Ruins,1,81,53,2344,516,2340
H0683,1,Savanna,0,81,35,0,0,0
H0683,2,Savanna,1,96,55,6,201,10
H0683,3,Arctic,2,100,42,16,1916,30
H0683,4,Desert,3,61,93,40,543,60
H0683,5,Arctic,1,85,41,48,491,70
H0683,6,Urban Ruins,5,54,57,73,4410,120
